freqpweek,freq_car,dist_to_pub,own_car,own_motob,own_bike,own_ebike,opinion_ban_code,aware_ban_no,aware_ban_yes,vehic_bus,vehic_car,vehic_ebike,vehic_moto,vehic_taxi,vehic_tram,vehic_walk,fut_veh_car,fut_veh_ebike,fut_veh_moto,fut_veh_no
5.5,0,800,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5.5,0,300,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5.5,0,5,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5.5,0,1000,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5.5,0,200,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,0,1000,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2,0,200,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5.5,8,500,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,250,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5.5,0,500,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,0,300,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,500,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,100,1,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,800,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,1000,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,1000,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,1000,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2,0,1000,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2,0,400,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5.5,0,500,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2,0,500,0,7,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,300,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,400,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,500,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,200,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5.5,0,200,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,200,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,200,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,100,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2,0,50,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,100,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5.5,0,100,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
5.5,0,800,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2,0,1000,0,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
5.5,0,400,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
5.5,0,400,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,500,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
5.5,0,50,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5.5,0,200,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
5.5,0,200,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2,8,500,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,0,1000,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
9,0,50,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5.5,0,300,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,1000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,200,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5.5,0,100,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5.5,0,100,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5.5,0,500,0,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2,0,400,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,500,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,700,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9,0,200,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9,0,500,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,250,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
9,0,500,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,800,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,100,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5.5,0,48,0,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,500,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
5.5,0,300,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,100,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5.5,0,100,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,100,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5.5,0,40,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,50,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5.5,0,450,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
5.5,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5.5,0,300,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,500,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,100,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,300,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5.5,0,800,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
5.5,0,10,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
5.5,0,1000,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
5.5,0,500,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
5.5,0,300,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
5.5,0,500,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
5.5,0,100,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5.5,0,500,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5.5,0,600,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5.5,0,200,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5.5,0,200,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5.5,0,100,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5.5,0,50,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5.5,0,500,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,500,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5.5,0,700,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5.5,0,120,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5.5,0,300,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5.5,0,300,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
5.5,0,50,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
5.5,0,495,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,500,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,40,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5.5,0,500,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
5.5,0,100,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5.5,0,500,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5.5,0,1000,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2,0,300,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,200,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5.5,3,500,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5.5,0,400,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,3,100,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,50,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5.5,3,1000,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5.5,3,1000,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5.5,3,300,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5.5,3,200,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
5.5,3,200,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
5.5,3,100,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
9,0,300,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,200,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
18.5,0,300,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5.5,0,200,0,7,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,400,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,500,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
9,0,450,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9,0,450,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9,0,500,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,300,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,600,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,300,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,600,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,0,300,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,300,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5.5,0,300,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
15,0,200,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
18.5,0,300,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
15,0,100,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
18.5,0,50,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
18.5,0,100,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
18.5,0,300,0,2,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
18.5,0,200,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
18.5,0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
18.5,0,300,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,0,200,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18.5,0,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
18.5,0,300,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
18.5,0,200,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
18.5,0,100,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
12,0,100,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
18.5,0,100,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
18.5,0,100,0,3,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
18.5,0,100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
15,0,100,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
12,0,100,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
18.5,0,100,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18.5,0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,0,300,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
18.5,0,100,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
12,0,200,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
18.5,0,100,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
18.5,0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
12,0,200,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
9,0,250,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,300,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,200,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5.5,0,200,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,200,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
9,0,500,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5.5,0,300,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5.5,0,400,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
5.5,0,200,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,200,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5.5,0,200,0,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
5.5,0,500,0,7,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,600,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,200,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,500,0,7,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,400,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
5.5,0,300,0,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,300,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,0,200,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9,0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
12,0,300,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
12,0,160,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
12,0,450,0,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
12,0,30,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2,0,50,0,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12,0,400,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,650,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,130,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
12,0,90,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2,0,100,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,650,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
5.5,3,800,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5.5,3,300,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5.5,3,300,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
5.5,3,500,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5.5,3,700,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
25,3,200,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
25,3,100,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
25,3,100,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
25,3,200,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
25,3,200,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2,3,200,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
25,3,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
25,3,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
25,8,400,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,900,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
9,0,900,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
25,3,1000,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
12,0,50,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
25,3,200,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
25,3,200,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
9,0,200,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
25,3,500,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
12,0,850,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5.5,0,250,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
9,0,200,0,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,500,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,3,700,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
9,0,800,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5.5,3,700,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
9,0,300,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,600,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
12,0,700,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
5.5,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5.5,3,200,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,100,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
5.5,3,500,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
5.5,3,20,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
9,0,500,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
12,0,1000,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,200,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,200,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
12,0,200,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
5.5,3,800,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5.5,3,700,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
5.5,8,10,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,3,50,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
5.5,3,200,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,25,500,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5.5,3,300,0,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,700,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5.5,8,300,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,8,100,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,13,600,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,300,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5.5,3,800,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,8,300,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,300,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,50,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,300,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5.5,3,200,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
5.5,3,1000,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
25,3,100,0,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
5.5,3,400,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
18.5,3,5,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,8,300,2,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
5.5,3,500,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
18.5,3,200,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5.5,8,800,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,8,50,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,100,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5.5,3,300,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
18.5,0,250,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
18.5,3,300,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
12,0,200,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
9,0,300,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
12,0,100,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
12,0,200,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
12,0,1000,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
12,0,200,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
12,0,200,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
12,0,500,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
12,0,1000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
12,0,1000,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
9,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
12,0,1000,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9,0,1000,0,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,300,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
12,0,100,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
9,0,800,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
9,0,500,0,3,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
12,0,300,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
12,0,300,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
12,0,300,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
12,0,300,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
12,0,300,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
12,0,150,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
9,0,500,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
12,0,300,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
9,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
9,0,1000,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,100,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
12,0,100,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
12,0,800,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
9,0,800,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9,0,203,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
12,0,90,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
12,0,90,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
12,0,50,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9,0,200,0,7,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9,0,300,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5.5,0,300,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,0,300,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5.5,0,300,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12,0,350,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
12,0,300,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
5.5,3,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5.5,3,100,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5.5,3,100,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,600,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,1000,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,10,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,1000,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,1000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5.5,3,1000,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
9,0,1000,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
9,0,1000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
